detection_idx,pulse_index,pulse_time_s,hemisphere,detection_channel,ch2_amplitude,ch2_relevant,ch4_amplitude,ch4_relevant,ch7_amplitude,ch7_relevant,ch8_amplitude,ch8_relevant,ch9_amplitude,ch9_relevant,ch11_amplitude,ch11_relevant
33,254084,127.042,healthy,2,14.656648247951141,True,11.27104980632583,True,16.18802053225215,True,36.419827026461846,False,25.211536718510622,False,44.371135171004894,False
34,259684,129.842,healthy,2,2.254148940086207,True,3.0758430773703105,True,4.585900226950586,True,3.1040336477202786,False,4.275118328505212,False,7.648405514872831,False
35,266406,133.203,healthy,2,13.865030595735139,True,21.089692504928955,True,39.77115703772493,True,45.83563822639515,False,28.581404003885268,False,43.364097991173296,False
36,270032,135.016,healthy,2,13.244670392602153,True,17.3410685246873,True,15.908338486135744,True,38.96065886284681,False,28.71479738490257,False,37.746210081857974,False
37,278110,139.055,healthy,2,3.5836415741005405,True,3.2062311428982113,True,3.720661788679072,True,4.291514710431902,False,4.499040459823851,False,9.359185424020314,False
38,316103,158.0515,healthy,2,19.620492325617317,True,24.807269355599644,True,179.35260402772855,True,67.14105671581302,False,38.44761818912823,False,62.3847953450897,False
39,319451,159.7255,healthy,2,19.588851274185394,True,24.012281631442704,True,198.10795114318057,True,63.40389068480834,False,40.112734794836854,False,73.82712869573464,False
40,322309,161.1545,healthy,2,18.185934871909485,True,22.04055727987189,True,76.78253706861888,True,67.89168995332928,False,38.53188874524105,False,77.48001130166647,False
41,329099,164.5495,healthy,2,17.304831586181056,True,20.939793317916866,True,154.8050635882334,True,57.14253282167584,False,36.44534454945686,False,75.8817329012257,False
42,332152,166.076,healthy,2,19.36119121286859,True,19.128259228046772,True,189.565334267216,True,60.65629099391031,False,29.632236898448255,False,76.4775018353447,False
43,335732,167.866,healthy,2,20.2511949752862,True,29.140643699827226,True,229.52064070265857,True,68.35631405660418,False,39.12053317753019,False,80.68562254016233,False
44,339635,169.8175,healthy,2,20.07295704386878,True,26.08000162010876,True,140.72347406211506,True,56.49301341693101,False,35.80964394239777,False,67.72845596994446,False
45,343877,171.9385,healthy,2,20.15889300281906,True,22.616488397428114,True,101.68558947891114,True,63.611163191465835,False,35.27620879634229,False,67.1705398243028,False
46,351282,175.641,healthy,2,18.816209690585886,True,20.65668343734285,True,60.242862302805506,True,64.02320773083594,False,33.72601442781958,False,62.828007307248285,False
